Displacement (mm),Load (kN),Engineering Stress (GPa)
1.256346,2.28791,0.461279419
1.258051,2.28791,0.461279419
1.260607,2.2859,0.460874171
1.262313,2.2859,0.460874171
1.264869,2.28859,0.461416518
1.266573,2.28859,0.461416518
1.269131,2.28791,0.461279419
1.271688,2.28926,0.461551601
1.274244,2.29194,0.462091932
1.277654,2.2906,0.461821766
1.278506,2.28859,0.461416518
1.281063,2.28791,0.461279419
1.282768,2.29127,0.461956849
1.285325,2.29328,0.462362097
1.287881,2.29261,0.462227015
1.290439,2.29463,0.462634279
1.292144,2.2953,0.462769362
1.295554,2.29463,0.462634279
1.297258,2.29328,0.462362097
1.298962,2.29328,0.462362097
1.30152,2.2953,0.462769362
1.304077,2.29664,0.463039527
1.306633,2.2953,0.462769362
1.309191,2.29597,0.462904444
1.310895,2.29731,0.46317461
1.314305,2.29865,0.463444776
1.31601,2.29664,0.463039527
1.318566,2.29865,0.463444776
1.320271,2.30067,0.46385204
1.322828,2.29932,0.463579858
1.325384,2.29932,0.463579858
1.327942,2.30067,0.46385204
1.329647,2.30067,0.46385204
1.332203,2.30067,0.46385204
1.333909,2.29932,0.463579858
1.337317,2.30067,0.46385204
1.339875,2.30268,0.464257288
1.342432,2.30335,0.464392371
1.344988,2.30469,0.464662537
1.346694,2.30335,0.464392371
1.34925,2.30604,0.464934718
1.351807,2.30536,0.464797619
1.353513,2.30335,0.464392371
1.356069,2.30738,0.465204884
1.358626,2.30738,0.465204884
1.362036,2.30536,0.464797619
1.364592,2.30536,0.464797619
1.366298,2.30604,0.464934718
1.368854,2.30939,0.465610132
1.370559,2.30738,0.465204884
1.373968,2.30738,0.465204884
1.375673,2.31006,0.465745215
1.378231,2.30872,0.465475049
1.380787,2.30805,0.465339967
1.382491,2.30805,0.465339967
1.385049,2.31073,0.465880298
1.388458,2.31342,0.466422645
1.390162,2.30939,0.465610132
1.393572,2.3114,0.46601538
1.396129,2.31409,0.466557728
1.398686,2.3114,0.46601538
1.400391,2.30939,0.465610132
1.402095,2.3114,0.46601538
1.405505,2.3161,0.466962976
1.407209,2.31543,0.466827893
1.409766,2.31208,0.466152479
1.413176,2.31208,0.466152479
1.41488,2.31476,0.46669281
1.417438,2.31677,0.467098059
1.420847,2.31476,0.46669281
1.422551,2.31543,0.466827893
1.424257,2.31677,0.467098059
1.426813,2.3161,0.466962976
1.42937,2.31409,0.466557728
1.431075,2.31476,0.46669281
1.434484,2.31879,0.467505323
1.437894,2.32013,0.467775489
1.439598,2.31744,0.467233141
1.442155,2.3161,0.466962976
1.44386,2.31879,0.467505323
1.446417,2.32147,0.468045654
1.448973,2.31812,0.46737024
1.451531,2.31744,0.467233141
1.45494,2.31946,0.467640406
1.457498,2.32214,0.468180737
1.459202,2.32013,0.467775489
1.461758,2.31946,0.467640406
1.464316,2.32147,0.468045654
1.466021,2.32147,0.468045654
1.469431,2.32013,0.467775489
1.471987,2.32013,0.467775489
1.474544,2.32214,0.468180737
1.477101,2.32416,0.468588001
1.479658,2.32348,0.468450903
1.481364,2.32214,0.468180737
1.48392,2.32416,0.468588001
1.486477,2.32348,0.468450903
1.489034,2.32348,0.468450903
1.491591,2.3255,0.468858167
1.495001,2.32617,0.46899325
1.495853,2.32617,0.46899325
1.499262,2.3255,0.468858167
1.501819,2.32416,0.468588001
1.504376,2.32818,0.469398498
1.506932,2.32751,0.469263415
1.50949,2.32483,0.468723084
1.512899,2.32348,0.468450903
1.515457,2.3255,0.468858167
1.516309,2.32751,0.469263415
1.519717,2.32751,0.469263415
1.521423,2.32751,0.469263415
1.52398,2.32818,0.469398498
1.52739,2.32885,0.469533581
1.530798,2.32885,0.469533581
1.533356,2.32953,0.46967068
1.535913,2.32818,0.469398498
1.537617,2.32885,0.469533581
1.540175,2.32818,0.469398498
1.541879,2.32684,0.469128333
1.544436,2.3302,0.469805763
1.546993,2.33087,0.469940845
1.550402,2.33087,0.469940845
1.55296,2.3302,0.469805763
1.555516,2.33154,0.470075928
1.558926,2.33154,0.470075928
1.560631,2.3302,0.469805763
1.562335,2.33221,0.470211011
1.566597,2.33557,0.470888441
1.569153,2.33154,0.470075928
1.571711,2.33087,0.469940845
1.574268,2.33154,0.470075928
1.576824,2.33221,0.470211011
1.579382,2.33288,0.470346094
1.581086,2.33288,0.470346094
1.583643,2.33355,0.470481176
1.587053,2.33557,0.470888441
1.589609,2.33422,0.470616259
1.592167,2.33422,0.470616259
1.595576,2.33557,0.470888441
1.597281,2.33624,0.471023524
1.599838,2.33489,0.470751342
1.602394,2.33489,0.470751342
1.605804,2.33758,0.471293689
1.608361,2.33691,0.471158606
1.610919,2.33489,0.470751342
1.613475,2.33422,0.470616259
1.616032,2.33489,0.470751342
1.61859,2.33825,0.471428772
1.621146,2.33758,0.471293689
1.623704,2.33624,0.471023524
1.62626,2.33691,0.471158606
1.628817,2.33758,0.471293689
1.632227,2.33758,0.471293689
1.634783,2.33624,0.471023524
1.637341,2.34026,0.47183402
1.639897,2.33892,0.471563855
1.642455,2.33758,0.471293689
1.645012,2.33691,0.471158606
1.647568,2.33892,0.471563855
1.650126,2.33959,0.471698937
1.653535,2.33959,0.471698937
1.656093,2.34026,0.47183402
1.658649,2.34161,0.472106202
1.660353,2.34161,0.472106202
1.663763,2.33959,0.471698937
1.66632,2.33892,0.471563855
1.668878,2.33959,0.471698937
1.672286,2.34093,0.471969103
1.673991,2.34161,0.472106202
1.678253,2.34093,0.471969103
1.679957,2.34093,0.471969103
1.682515,2.34429,0.472646533
1.685924,2.34161,0.472106202
1.688481,2.34093,0.471969103
1.691038,2.34228,0.472241285
1.694448,2.34295,0.472376367
1.697004,2.34295,0.472376367
1.699561,2.34228,0.472241285
1.702119,2.34228,0.472241285
1.704675,2.34496,0.472781616
1.708085,2.34161,0.472106202
1.709789,2.34228,0.472241285
1.713199,2.34496,0.472781616
1.716608,2.34563,0.472916698
1.719164,2.34362,0.47251145
1.721722,2.34161,0.472106202
1.724279,2.34295,0.472376367
1.725985,2.34765,0.473323963
1.729393,2.34496,0.472781616
1.732803,2.34295,0.472376367
1.73536,2.34496,0.472781616
1.738768,2.34429,0.472646533
1.741326,2.34429,0.472646533
1.74303,2.34429,0.472646533
1.74644,2.34496,0.472781616
1.748997,2.34765,0.473323963
1.751553,2.34362,0.47251145
1.754963,2.34429,0.472646533
1.75752,2.34563,0.472916698
1.76093,2.3463,0.473051781
1.762634,2.34429,0.472646533
1.765192,2.34295,0.472376367
1.768601,2.34966,0.473729211
1.772011,2.34765,0.473323963
1.774567,2.34496,0.472781616
1.777124,2.34563,0.472916698
1.780534,2.34765,0.473323963
1.78309,2.34765,0.473323963
1.785648,2.3463,0.473051781
1.788204,2.34429,0.472646533
1.791614,2.3463,0.473051781
1.795023,2.34563,0.472916698
1.796727,2.34697,0.473186864
1.800137,2.34697,0.473186864
1.802694,2.34765,0.473323963
1.806104,2.34697,0.473186864
1.80866,2.34697,0.473186864
1.811218,2.3463,0.473051781
1.814627,2.34765,0.473323963
1.817184,2.34697,0.473186864
1.819741,2.3463,0.473051781
1.823151,2.3463,0.473051781
1.825707,2.34832,0.473459046
1.829117,2.34832,0.473459046
1.831674,2.34765,0.473323963
1.835936,2.3463,0.473051781
1.836788,2.34765,0.473323963
1.840197,2.34697,0.473186864
1.843607,2.34765,0.473323963
1.846163,2.34765,0.473323963
1.849573,2.34765,0.473323963
1.852982,2.34765,0.473323963
1.85554,2.34496,0.472781616
1.857244,2.34563,0.472916698
1.859801,2.34765,0.473323963
1.86321,2.34966,0.473729211
1.865767,2.34765,0.473323963
1.869177,2.34832,0.473459046
1.872586,2.34765,0.473323963
1.875996,2.34832,0.473459046
1.878552,2.3463,0.473051781
1.880257,2.34697,0.473186864
1.883667,2.34697,0.473186864
1.887076,2.34697,0.473186864
1.889633,2.3463,0.473051781
1.892189,2.34697,0.473186864
1.895599,2.35033,0.473864294
1.899008,2.34899,0.473594128
1.901566,2.34563,0.472916698
1.904122,2.34563,0.472916698
1.907532,2.34832,0.473459046
1.910941,2.34832,0.473459046
1.914351,2.34697,0.473186864
1.916907,2.34697,0.473186864
1.920317,2.34832,0.473459046
1.922874,2.34765,0.473323963
1.92543,2.3463,0.473051781
1.92884,2.3463,0.473051781
1.931397,2.34765,0.473323963
1.934807,2.3463,0.473051781
1.937363,2.34563,0.472916698
1.939921,2.34496,0.472781616
1.94333,2.34832,0.473459046
1.94674,2.34832,0.473459046
1.950148,2.3463,0.473051781
1.952706,2.34563,0.472916698
1.955263,2.34765,0.473323963
1.958673,2.34765,0.473323963
1.962081,2.34563,0.472916698
1.964639,2.34496,0.472781616
1.968048,2.34697,0.473186864
1.971458,2.34563,0.472916698
1.974014,2.34496,0.472781616
1.976571,2.3463,0.473051781
1.979981,2.34697,0.473186864
1.983389,2.3463,0.473051781
1.985947,2.34429,0.472646533
1.989356,2.34362,0.47251145
1.992766,2.34697,0.473186864
1.996174,2.34563,0.472916698
1.998732,2.34429,0.472646533
2.001289,2.34563,0.472916698
2.004699,2.34496,0.472781616
2.007255,2.34362,0.47251145
2.010665,2.34228,0.472241285
2.013222,2.34295,0.472376367
2.017484,2.34697,0.473186864
2.02004,2.34429,0.472646533
2.02345,2.34362,0.47251145
2.026007,2.34295,0.472376367
2.028563,2.34362,0.47251145
2.031973,2.34496,0.472781616
2.036235,2.34362,0.47251145
2.039644,2.34362,0.47251145
2.041348,2.34429,0.472646533
2.04561,2.34161,0.472106202
2.04902,2.34093,0.471969103
2.051577,2.34093,0.471969103
2.054133,2.34228,0.472241285
2.057544,2.34093,0.471969103
2.060953,2.34026,0.47183402
2.064362,2.34161,0.472106202
2.068624,2.34228,0.472241285
2.071181,2.34026,0.47183402
2.073738,2.33892,0.471563855
2.077147,2.33959,0.471698937
2.080557,2.34295,0.472376367
2.084818,2.34026,0.47183402
2.087376,2.33825,0.471428772
2.090784,2.33825,0.471428772
2.094194,2.33825,0.471428772
2.096751,2.33758,0.471293689
2.100161,2.33758,0.471293689
2.102717,2.34026,0.47183402
2.106127,2.33691,0.471158606
2.109536,2.33422,0.470616259
2.112946,2.33422,0.470616259
2.116354,2.33758,0.471293689
2.119764,2.33489,0.470751342
2.124025,2.33221,0.470211011
2.125731,2.33355,0.470481176
2.128288,2.33691,0.471158606
2.13255,2.33489,0.470751342
2.135958,2.33087,0.469940845
2.139368,2.33087,0.469940845
2.141925,2.33221,0.470211011
2.144481,2.33422,0.470616259
2.147891,2.33087,0.469940845
2.151301,2.3302,0.469805763
2.15471,2.33221,0.470211011
2.158972,2.3302,0.469805763
2.161529,2.32617,0.46899325
2.164086,2.32617,0.46899325
2.168347,2.3302,0.469805763
2.171757,2.32953,0.46967068
2.175166,2.32617,0.46899325
2.177723,2.32416,0.468588001
2.181132,2.32751,0.469263415
2.184542,2.32617,0.46899325
2.188803,2.32348,0.468450903
2.191361,2.32214,0.468180737
2.194769,2.3255,0.468858167
2.198179,2.32416,0.468588001
2.201588,2.3208,0.467910571
2.204146,2.31879,0.467505323
2.207555,2.32147,0.468045654
2.210964,2.32147,0.468045654
2.213521,2.31946,0.467640406
2.216931,2.32013,0.467775489
2.221192,2.32147,0.468045654
2.225454,2.31946,0.467640406
2.22801,2.3161,0.466962976
2.230568,2.31409,0.466557728
2.233977,2.3161,0.466962976
2.238239,2.31543,0.466827893
2.241649,2.31275,0.466287562
2.245058,2.31409,0.466557728
2.248467,2.31409,0.466557728
2.251876,2.3114,0.46601538
2.254434,2.30872,0.465475049
2.257843,2.30872,0.465475049
2.260399,2.3114,0.46601538
2.265514,2.30939,0.465610132
2.268923,2.30738,0.465204884
2.27148,2.30872,0.465475049
2.275742,2.30805,0.465339967
2.279151,2.30469,0.464662537
2.282561,2.30201,0.464122206
2.285117,2.30268,0.464257288
2.287675,2.30201,0.464122206
2.291084,2.30134,0.463987123
2.294493,2.30268,0.464257288
2.298754,2.30067,0.46385204
2.302164,2.30067,0.46385204
2.305574,2.29932,0.463579858
2.308983,2.29731,0.46317461
2.31154,2.29664,0.463039527
2.315802,2.29664,0.463039527
2.319211,2.29463,0.462634279
2.32262,2.29395,0.46249718
2.32603,2.29261,0.462227015
2.329439,2.29328,0.462362097
2.332849,2.2906,0.461821766
2.336258,2.28859,0.461416518
2.339667,2.28791,0.461279419
2.342224,2.28926,0.461551601
2.345634,2.2859,0.460874171
2.349043,2.28389,0.460468922
2.352453,2.28255,0.460198757
2.355861,2.28456,0.460604005
2.360123,2.28456,0.460604005
2.36268,2.28187,0.460061658
2.36609,2.2812,0.459926575
2.370352,2.27986,0.45965641
2.373761,2.27651,0.458980996
2.377171,2.27651,0.458980996
2.380579,2.27583,0.458843897
2.383989,2.27651,0.458980996
2.387398,2.27248,0.458168483
2.390808,2.26979,0.457626136
2.393364,2.27181,0.4580334
2.397626,2.27382,0.458438649
2.401035,2.26778,0.457220888
2.404445,2.26644,0.456950722
2.408707,2.26644,0.456950722
2.412116,2.26442,0.456543458
2.414672,2.26107,0.455868044
2.41723,2.2604,0.455732961
2.420639,2.26308,0.456273292
2.424901,2.26241,0.456138209
2.428311,2.25704,0.455055531
2.430867,2.25436,0.4545152
2.434276,2.2557,0.454785365
2.438538,2.25838,0.455325696
2.441948,2.25302,0.454245034
2.444505,2.25033,0.453702687
2.448767,2.251,0.45383777
2.452175,2.251,0.45383777
2.455585,2.24765,0.453162356
2.458994,2.24563,0.452755092
2.463256,2.24563,0.452755092
2.466666,2.24429,0.452484926
2.470075,2.24026,0.451672413
2.472631,2.23892,0.451402248
2.476041,2.24026,0.451672413
2.480304,2.23825,0.451267165
2.483712,2.23422,0.450454652
2.48627,2.23288,0.450184487
2.489679,2.23355,0.45031957
2.493941,2.23221,0.450049404
2.496497,2.22953,0.449509073
2.499907,2.22818,0.449236891
2.50502,2.22684,0.448966726
2.507578,2.2255,0.44869656
2.510987,2.22281,0.448154213
2.514397,2.22214,0.44801913
2.517805,2.22214,0.44801913
2.522067,2.21812,0.447208634
2.524625,2.2161,0.446801369
2.528034,2.21409,0.446396121
2.53059,2.21543,0.446666286
2.534853,2.21476,0.446531204
2.538263,2.2114,0.445853774
2.542523,2.20738,0.445043277
2.545081,2.20738,0.445043277
2.54849,2.20536,0.444636013
2.5519,2.20402,0.444365847
2.555308,2.20201,0.443960599
2.558718,2.2,0.44355535
2.562127,2.19798,0.443148086
2.566389,2.19597,0.442742838
2.569799,2.1953,0.442607755
2.57406,2.19328,0.44220049
2.578322,2.18993,0.441525077
2.580026,2.18926,0.441389994
2.583436,2.18724,0.440982729
2.585993,2.18657,0.440847647
2.590255,2.18523,0.440577481
2.594516,2.18255,0.44003715
2.598778,2.17919,0.43935972
2.602188,2.17718,0.438954472
2.604744,2.17583,0.43868229
2.608153,2.17449,0.438412125
2.611563,2.17248,0.438006876
2.614973,2.17181,0.437871793
2.619234,2.16778,0.437059281
2.621792,2.16442,0.436381851
2.626052,2.16375,0.436246768
2.629462,2.16442,0.436381851
2.632871,2.1604,0.435571354
2.635429,2.15838,0.43516409
2.638838,2.15704,0.434893924
2.6431,2.15503,0.434488676
2.646508,2.15302,0.434083428
2.649918,2.15033,0.43354108
2.654181,2.14899,0.433270915
2.657589,2.14697,0.43286365
2.660999,2.14496,0.432458402
2.664408,2.14362,0.432188236
2.667818,2.13959,0.431375724
2.671226,2.13825,0.431105558
2.675488,2.13624,0.43070031
2.678897,2.13288,0.43002288
2.681455,2.13221,0.429887797
2.684864,2.1302,0.429482549
2.689126,2.12885,0.429210367
2.691682,2.1255,0.428534953
2.695944,2.12348,0.428127689
2.698502,2.12214,0.427857523
2.703615,2.11744,0.426909928
2.706173,2.11409,0.426234514
2.709582,2.11677,0.426774845
2.713844,2.11342,0.426099431
2.717252,2.11006,0.425422001
2.71981,2.10738,0.42488167
2.723219,2.10536,0.424474406
2.726629,2.10536,0.424474406
2.731743,2.10134,0.423663909
2.735152,2.09865,0.423121562
2.73771,2.09664,0.422716314
2.742823,2.09261,0.421903801
2.74538,2.08993,0.42136347
2.747937,2.08926,0.421228387
2.751347,2.09194,0.421768718
2.755608,2.0859,0.420550957
2.75987,2.07986,0.419333196
2.76328,2.07718,0.418792865
2.765836,2.07718,0.418792865
2.770098,2.07785,0.418927948
2.774359,2.07181,0.417710187
2.776917,2.06845,0.417032757
2.779474,2.06644,0.416627508
2.782883,2.0651,0.416357343
2.787144,2.06107,0.41554483
2.790554,2.05973,0.415274665
2.793963,2.06107,0.41554483
2.798225,2.05503,0.414327069
2.802487,2.05033,0.413379473
2.805044,2.04899,0.413109308
2.808454,2.04966,0.413244391
2.811862,2.04496,0.412296795
2.816124,2.04093,0.411484282
2.820385,2.03892,0.411079034
2.823795,2.03624,0.410538703
2.828057,2.03288,0.409861273
2.830614,2.02953,0.409185859
2.83317,2.02684,0.408643512
2.837433,2.02684,0.408643512
2.840842,2.02416,0.408103181
2.844251,2.01879,0.407020503
2.847661,2.01744,0.406748321
2.851922,2.01543,0.406343073
2.856184,2.0114,0.40553056
2.858741,2.00738,0.404720063
2.861298,2.00536,0.404312799
2.866413,2.00536,0.404312799
2.869821,2.00067,0.40336722
2.873231,1.99664,0.402554707
2.877492,1.99261,0.401742194
2.880902,1.9906,0.401336946
2.884311,1.98859,0.400931697
2.886868,1.98657,0.400524433
2.891129,1.98255,0.399713936
2.895391,1.98053,0.399306672
2.897948,1.97718,0.398631258
2.901358,1.97248,0.397683663
2.90562,1.96979,0.397141315
2.909881,1.96845,0.39687115
2.913291,1.96375,0.395923554
2.9167,1.9604,0.39524814
2.918405,1.95838,0.394840876
2.923518,1.95771,0.394705793
2.926928,1.95167,0.393488032
2.930338,1.94765,0.392677536
2.934599,1.94563,0.392270271
2.937157,1.94429,0.392000106
2.941418,1.94093,0.391322676
2.946532,1.93691,0.390512179
2.949942,1.93355,0.389834749
2.952498,1.92953,0.389024252
2.955907,1.9255,0.38821174
2.959317,1.92483,0.388076657
2.963579,1.92013,0.387129061
2.96784,1.91812,0.386723813
2.97125,1.91409,0.3859113
2.975512,1.90872,0.384828622
2.978068,1.90604,0.384288291
2.981477,1.90469,0.384016109
2.985739,1.9,0.38307053
2.988297,1.8953,0.382122934
2.992558,1.89328,0.38171567
2.995968,1.89328,0.38171567
3.000229,1.88724,0.380497909
3.004491,1.88255,0.37955233
3.007047,1.87986,0.379009982
3.011309,1.87785,0.378604734
3.015572,1.87315,0.377657138
3.018128,1.86845,0.376709543
3.020686,1.86577,0.376169212
3.024095,1.86308,0.375626865
3.027504,1.85973,0.374951451
3.032618,1.8557,0.374138938
3.036027,1.85302,0.373598607
3.039436,1.84832,0.372651011
3.042846,1.84429,0.371838499
3.046256,1.84093,0.371161069
3.049665,1.83825,0.370620738
3.054779,1.83422,0.369808225
3.056483,1.82953,0.368862646
3.061598,1.82617,0.368185216
3.065006,1.82214,0.367372703
3.068416,1.8208,0.367102537
3.071825,1.81476,0.365884776
3.075235,1.81073,0.365072263
3.078645,1.80805,0.364531932
3.082053,1.80469,0.363854502
3.087168,1.80067,0.363044006
3.090577,1.79664,0.362231493
3.093987,1.79463,0.361826245
3.097395,1.78859,0.360608484
3.100805,1.78389,0.359660888
3.105919,1.77986,0.358848375
3.107624,1.77852,0.35857821
3.112738,1.77449,0.357765697
3.117852,1.76778,0.356412853
3.121261,1.76375,0.355600341
3.124671,1.75906,0.354654761
3.12808,1.75771,0.35438258
3.13149,1.75234,0.353299901
3.134898,1.74765,0.352354322
3.138308,1.74496,0.351811975
3.143423,1.74026,0.350864379
3.146831,1.73489,0.349781701
3.150241,1.73154,0.349106287
3.15365,1.72885,0.34856394
3.158764,1.72416,0.34761836
3.160468,1.71946,0.346670765
3.165583,1.71409,0.345588087
3.167287,1.7114,0.345045739
3.172401,1.70738,0.344235243
3.175812,1.70201,0.343152565
3.17922,1.69798,0.342340052
3.184334,1.69328,0.341392456
3.189448,1.68926,0.34058196
3.192857,1.68255,0.339229116
3.196267,1.67718,0.338146438
3.199676,1.67449,0.33760409
3.203086,1.66979,0.336656495
3.206494,1.66577,0.335845998
3.211609,1.66107,0.334898403
3.215019,1.6557,0.333815724
3.218427,1.64966,0.332597963
3.221837,1.64563,0.331785451
3.225246,1.64295,0.33124512
3.228656,1.63959,0.33056769
3.232065,1.63422,0.329485011
3.237179,1.62885,0.328402333
3.242293,1.62416,0.327456754
3.245702,1.61812,0.326238993
3.249112,1.61342,0.325291397
3.252522,1.60939,0.324478884
3.25593,1.60536,0.323666372
3.25934,1.60067,0.322720792
3.262749,1.59664,0.321908279
3.269568,1.58859,0.32028527
3.272978,1.58322,0.319202592
3.274682,1.57919,0.318390079
3.279797,1.57449,0.317442484
3.283205,1.56912,0.316359805
3.286615,1.56442,0.31541221
3.291729,1.55973,0.31446663
3.295138,1.55302,0.313113787
3.298548,1.54765,0.312031108
3.301957,1.54429,0.311353678
3.305367,1.53959,0.310406083
3.310481,1.53422,0.309323404
3.313889,1.52818,0.308105643
3.3173,1.52416,0.307295147
3.322412,1.51677,0.305805204
3.324118,1.51073,0.304587443
3.329231,1.50604,0.303641864
3.332641,1.50201,0.302829351
3.336051,1.49597,0.30161159
3.341164,1.4906,0.300528912
3.346278,1.4859,0.299581316
3.349688,1.48053,0.298498638
3.353097,1.47248,0.296875628
3.354801,1.46711,0.29579295
3.359915,1.46107,0.294575189
3.363325,1.45637,0.293627594
3.36844,1.45234,0.292815081
3.371849,1.44362,0.291056989
3.376963,1.43691,0.289704145
3.380371,1.43221,0.288756549
3.383782,1.42818,0.287944037
3.38719,1.42147,0.286591193
3.3906,1.4161,0.285508514
3.395714,1.40872,0.284020588
3.399123,1.40268,0.282802827
3.404238,1.39127,0.280502387
3.409352,1.37986,0.278201948
3.414466,1.35167,0.272518391
